	SRR17060816_R1_filtered.fastq.gz	SRR17060817_R1_filtered.fastq.gz	SRR17060818_R1_filtered.fastq.gz	SRR17060819_R1_filtered.fastq.gz	SRR17060820_R1_filtered.fastq.gz	SRR17060821_R1_filtered.fastq.gz	SRR17060824_R1_filtered.fastq.gz	SRR17060830_R1_filtered.fastq.gz	SRR17060831_R1_filtered.fastq.gz	SRR17060832_R1_filtered.fastq.gz	SRR17060833_R1_filtered.fastq.gz	SRR17060834_R1_filtered.fastq.gz	SRR17060835_R1_filtered.fastq.gz	SRR17060836_R1_filtered.fastq.gz	SRR17060837_R1_filtered.fastq.gz	SRR17060838_R1_filtered.fastq.gz	SRR17060846_R1_filtered.fastq.gz	SRR17060847_R1_filtered.fastq.gz
ASV_1583	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_1584	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_1585	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_1586	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_1587	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_1588	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_1589	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_1590	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_1591	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_1592	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_1593	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_1594	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_1595	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_1596	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_1597	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_1598	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_1599	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_1600	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_1601	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_1602	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_1603	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_1604	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0	0
ASV_1605	0	0	0	0	0	0	0	0	0	0	0	8	0	0	1	0	0	0
ASV_1606	0	0	0	0	0	0	0	0	0	0	0	4	0	0	5	0	0	0
ASV_1607	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0	0
ASV_1608	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV_1609	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0	0
ASV_1610	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1611	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1612	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1614	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1615	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1616	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1617	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1618	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1619	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1620	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1621	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1622	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1623	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1626	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1627	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1628	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1629	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1630	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1631	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1632	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1633	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0	0	0
ASV_1634	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ASV_1635	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ASV_1636	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9	0
ASV_1637	0	0	1	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1638	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1639	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1640	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1641	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1642	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1643	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
ASV_1644	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
ASV_1645	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
ASV_1646	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
ASV_1647	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0
ASV_1648	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1649	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1650	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1651	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1652	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1653	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1654	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1655	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1656	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1657	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1658	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1659	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1660	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1661	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1662	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1663	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1664	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1665	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1666	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1667	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1668	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1669	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1670	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1671	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1672	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1673	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1674	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1675	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1676	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1677	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1678	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1679	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1680	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0	0	0
ASV_1681	0	0	0	0	0	0	0	0	0	0	0	4	0	0	4	0	0	0
ASV_1682	0	0	0	0	0	0	0	0	0	0	0	2	0	0	6	0	0	0
ASV_1683	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
ASV_1684	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0	0
ASV_1685	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1686	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1688	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1689	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1690	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1691	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1692	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1694	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1695	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1696	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1697	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1698	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1699	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1700	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1701	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1702	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1703	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1704	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1705	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1706	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1707	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1708	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1709	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1710	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1711	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	0	0
ASV_1712	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0
ASV_1713	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1714	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1715	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1716	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1717	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1718	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1719	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1720	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1721	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1722	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1723	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1724	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0
ASV_1725	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
ASV_1726	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0
ASV_1727	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1728	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1729	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1730	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1731	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1732	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1733	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1734	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1735	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1736	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1737	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1738	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1739	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1740	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1741	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1742	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1743	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1744	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1745	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1746	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1747	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1748	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1749	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1750	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1751	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1752	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1753	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1754	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1755	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1756	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1757	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1758	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1759	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1760	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1761	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1762	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1763	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1764	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1765	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1766	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1767	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1768	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0
ASV_1769	0	0	0	0	0	0	0	0	0	0	0	3	0	0	4	0	0	0
ASV_1770	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0
ASV_1771	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_1772	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_1773	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_1774	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_1775	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_1776	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_1777	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_1778	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_1779	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_1780	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_1781	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_1782	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_1783	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_1784	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_1785	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_1786	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_1787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_1788	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_1789	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_1790	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_1791	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_1792	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0
ASV_1793	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	0
ASV_1794	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7
ASV_1795	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1796	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1797	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1798	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1799	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1800	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1801	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1802	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1803	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0
ASV_1804	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0
ASV_1805	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV_1806	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV_1807	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV_1808	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0
ASV_1809	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1810	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1811	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1812	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1813	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1814	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1815	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1816	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1817	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1818	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1819	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1820	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1821	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1822	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1823	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1824	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1825	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1826	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1827	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1828	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1829	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1830	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1831	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1832	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1833	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1834	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1835	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1836	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1837	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1838	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1839	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1840	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1841	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1842	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1843	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1844	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1845	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1846	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1847	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0
ASV_1848	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0
ASV_1849	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV_1850	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0
ASV_1851	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1852	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1853	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1854	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1855	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1856	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1857	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1858	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1859	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1860	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1861	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1862	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1863	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1864	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1865	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1866	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1867	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1869	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1870	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1871	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1873	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1874	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1875	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1876	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1877	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1878	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1879	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1880	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1881	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1882	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1883	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1884	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1885	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1886	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1887	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1888	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1889	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1890	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1891	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1892	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0
ASV_1893	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6
ASV_1894	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1895	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1896	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1897	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ASV_1898	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
